DateTime,OrderID,Channel,Category,Product,Quantity,UnitPrice,LineTotal
2025-01-02 17:48:17,600027e8-bc90-46ec-ae80-dbd593fd7234,Retail,Storage,512GB Portable SSD,2,48.99,97.98
2025-01-02 20:16:32,9893588c-860a-4da1-b5cd-b9413b8d0e76,B2B,Storage,2TB External HDD,1,88.52,88.52
2025-01-02 13:53:40,5473da68-d328-4151-a9c3-29a8b59a5969,Web,Headsets,USB Conference Headset,2,50.77,101.54
2025-01-02 17:58:00,1eab5cd8-3b78-4b66-8a4d-e3e4ce9fb6a8,Retail,Monitors,27-inch 4K IPS Monitor,1,275.51,275.51
2025-01-02 14:56:53,bcb8a084-3764-452e-bfcd-33d2df8960ad,Web,Storage,128GB USB Flash Drive,2,21.59,43.18
2025-01-02 16:52:04,ab721ab0-8e1a-41f0-818c-6da1cd4944b6,B2B,Networking,Powerline Ethernet Adapter,1,58.33,58.33
2025-01-02 11:42:30,6f055718-96af-4dea-81fa-d2962f927291,Web,Networking,USB Wi-Fi Adapter,1,34.37,34.37
2025-01-02 12:59:34,213f191f-f56a-47ea-aa80-db0684ab5616,B2B,Storage,2TB External HDD,1,70.95,70.95
2025-01-03 10:15:14,4d23bed5-2a04-477a-bad2-b6c50aa25068,Web,Keyboards,Wireless Ergonomic Keyboard,1,91.04,91.04
2025-01-03 10:45:40,026530cd-d50b-412b-9d53-3730fbb91133,Web,Keyboards,Wireless Ergonomic Keyboard,1,98.39,98.39
2025-01-03 14:04:32,5987baf1-3aa7-45cb-b70a-e8c026784184,B2B,Mice,Optical Gaming Mouse,1,56.54,56.54
2025-01-03 18:30:15,62d1c049-282f-4557-978b-24268a04f74f,Retail,Storage,512GB Portable SSD,3,48.99,146.97
2025-01-03 15:22:27,0f967bcc-0ca0-4f4d-8349-9f8452e1fbb0,B2B,Headsets,Noise-Cancelling Gaming Headset,2,105.2,210.4
2025-01-03 09:25:46,635a8ce2-141c-403e-b1f2-f9c4b6307bad,Web,Mice,Vertical Ergonomic Mouse,2,40.52,81.04
2025-01-03 16:08:27,2df2b7c8-ebaa-4701-8c90-5983fe9e6246,Retail,Keyboards,Membrane Office Keyboard,2,34.78,69.56
2025-01-03 17:06:03,b65b9045-c5bc-447a-82ff-5f56c9f0b072,B2B,Monitors,24-inch 144Hz Gaming Monitor,1,199.92,199.92
2025-01-03 10:59:48,8334bb82-adbf-400e-b721-39f35e2503dd,Web,Storage,128GB USB Flash Drive,1,25.68,25.68
2025-01-03 11:24:00,9f318042-7b14-4708-9f1a-f1fac2e1dac4,Retail,Networking,Powerline Ethernet Adapter,1,41.99,41.99
2025-01-03 16:18:27,7de6002d-a048-4922-8389-8f4e0fc01b11,B2B,Storage,1TB NVMe SSD,1,88.27,88.27
2025-01-03 13:13:03,f74fd9ec-9c2e-4c16-85a0-ff6d53650fc7,B2B,Monitors,27-inch 4K IPS Monitor,1,315.88,315.88
2025-01-04 10:38:04,a9b04e95-c4d3-454c-9d41-eb25339bb47e,Web,Monitors,15.6-inch Portable USB-C Monitor,1,177.99,177.99
2025-01-04 18:15:37,26501578-8e7a-49af-9e8f-cb74b2d4f32a,B2B,Monitors,27-inch 4K IPS Monitor,1,307.42,307.42
2025-01-04 14:59:16,e47b342b-2a3a-4667-beb1-4f84147de9b0,B2B,Keyboards,Membrane Office Keyboard,1,24.6,24.6
2025-01-04 13:25:08,34085693-3b0b-4398-95e6-fa5af79fcaa0,Retail,Monitors,15.6-inch Portable USB-C Monitor,1,242.99,242.99
2025-01-04 09:29:39,266fdf5c-49cd-4ec7-a9aa-57a529ddf4c7,Web,Networking,Powerline Ethernet Adapter,2,47.86,95.72
2025-01-04 12:32:16,b21ab98f-8505-4138-9731-48758980bb2c,Retail,Keyboards,Compact 60% Keyboard,1,76.96,76.96
2025-01-04 11:28:53,a85dffca-00d0-4ac4-a583-bf9000da5a80,Retail,Headsets,In-Ear Gaming Earbuds,1,35.36,35.36
2025-01-04 19:33:00,d5d3cee2-2f52-4fb3-a2cc-e77b7efe369a,B2B,Monitors,15.6-inch Portable USB-C Monitor,1,143.26,143.26
2025-01-04 11:16:07,d9c1aa99-cc68-42b6-af0e-1c779b852cbc,B2B,Networking,Wireless Mesh Router System,1,174.99,174.99
2025-01-04 13:18:38,c00187a6-8152-42c5-83a7-c488188b2694,Retail,Mice,Optical Gaming Mouse,2,58.97,117.94
2025-01-04 09:05:40,c05f69af-ca5b-4579-90ed-026067f8ab1f,Retail,Headsets,Noise-Cancelling Gaming Headset,2,140.75,281.5
2025-01-04 14:49:08,2e93761b-6aae-4b74-b5fb-4415f46d4e1d,Retail,Monitors,24-inch 144Hz Gaming Monitor,1,161.56,161.56
2025-01-04 17:00:07,2f2faab7-e0e3-417d-ab3f-4d0a3e46cc1c,B2B,Keyboards,Wireless Ergonomic Keyboard,1,96.7,96.7
2025-01-04 17:02:53,2d0bc102-5499-48e7-9f77-442206fb8a80,B2B,Mice,Precision Laser Mouse,1,60.79,60.79
2025-01-05 12:42:06,92573b50-2d90-49c6-ad87-bab8650ffbcf,B2B,Mice,Vertical Ergonomic Mouse,1,65.99,65.99
2025-01-05 18:47:09,e4b1455b-84ad-4903-92cf-5d1dae103641,Web,Networking,Gigabit Ethernet Switch,1,67.49,67.49
2025-01-05 15:01:11,836170c2-69ca-4c7b-b5ce-60113fba91d2,Retail,Storage,2TB External HDD,1,76.73,76.73
2025-01-05 19:55:47,1ec1db44-5330-47c5-aae3-6852b11f43a4,Retail,Storage,128GB USB Flash Drive,2,19.16,38.32
2025-01-05 16:14:12,be5a4452-75e3-4718-a4cc-1ad011552ddf,Retail,Storage,128GB USB Flash Drive,2,20.75,41.5
2025-01-05 12:14:01,923c7324-9f0e-4690-a0ce-08bb31efbef6,Retail,Monitors,24-inch 144Hz Gaming Monitor,1,288.73,288.73
2025-01-05 13:22:41,87ed24ba-2291-4c37-bfc8-436533af061b,B2B,Headsets,USB Conference Headset,1,34.99,34.99
2025-01-05 17:21:01,915f892f-548d-4214-bbb5-a287e4daa2e7,Retail,Keyboards,RGB Backlit Keyboard,2,87.63,175.26
2025-01-05 10:38:27,82a4e5f2-89cb-46b8-a017-a69d4ad48431,Retail,Mice,Vertical Ergonomic Mouse,1,48.52,48.52
2025-01-05 10:24:57,e4384beb-abc6-4790-8579-5f45b1817b72,Retail,Headsets,In-Ear Gaming Earbuds,2,32.19,64.38
2025-01-05 17:43:46,c6f736f0-428b-4d1b-8f27-e5e8cc638bb9,B2B,Networking,USB Wi-Fi Adapter,1,32.83,32.83
2025-01-05 14:27:04,cc9a502c-5d2c-405c-8b46-34e66d47be83,Retail,Networking,USB Wi-Fi Adapter,1,28.39,28.39
2025-01-05 13:32:19,1b897889-92f4-420d-8930-dd5b84459a03,Retail,Monitors,15.6-inch Portable USB-C Monitor,1,166.75,166.75
2025-01-05 13:35:08,27fafa5d-1165-4edb-8242-81d3a11908e0,B2B,Keyboards,Membrane Office Keyboard,1,25.23,25.23
2025-01-05 18:36:19,a282bbfa-b564-41c8-a15e-16c15f081999,Web,Mice,Trackball Mouse,2,56.73,113.46
2025-01-05 18:38:41,71afc8ad-bf09-46bd-8661-d077090b3597,Retail,Mice,Wireless Bluetooth Mouse,1,27.99,27.99
2025-01-05 20:10:42,4ea838f2-66db-4c44-9e62-2929af973c3d,B2B,Keyboards,Wireless Ergonomic Keyboard,1,94.32,94.32
2025-01-05 18:21:05,4fd550c3-43ab-4549-9c41-72e672fce34d,Web,Storage,128GB USB Flash Drive,1,20.27,20.27
2025-01-05 12:30:39,0ce4ad11-7afb-49be-be14-fe2ebcba851b,Web,Storage,128GB USB Flash Drive,1,20.83,20.83
2025-01-05 18:12:45,383a0301-0783-482e-b210-1a3f43df86ae,Retail,Storage,1TB NVMe SSD,1,77.89,77.89
2025-01-05 10:49:27,00855e6b-ebc6-422b-a2d5-7caa58569a9b,B2B,Mice,Optical Gaming Mouse,2,41.99,83.98
2025-01-05 12:58:54,cdf91845-a027-4bbf-b837-3eebad17d536,Web,Keyboards,Compact 60% Keyboard,1,55.28,55.28
2025-01-05 18:20:48,1c6e7bd0-07d5-4a92-9548-e270ef12d18e,B2B,Networking,Wireless Mesh Router System,1,174.99,174.99
2025-01-05 17:27:53,dcea2252-301d-4a84-9f44-c5b49a3a9565,Retail,Networking,Gigabit Ethernet Switch,1,49.54,49.54
2025-01-05 13:48:15,45caa283-2e8c-439e-bd93-3dcd659e23c2,Retail,Storage,128GB USB Flash Drive,1,15.45,15.45
2025-01-05 19:15:17,4cd68a77-e6c0-4c68-b563-c1a6596091d6,B2B,Headsets,Noise-Cancelling Gaming Headset,1,117.84,117.84
2025-01-05 17:05:08,63663481-d8a6-4224-90b7-da40b9b34ee7,Retail,Keyboards,Compact 60% Keyboard,1,78.69,78.69
2025-01-05 20:13:04,5e4fd35a-4d04-425f-9de9-feb51352e69d,Retail,Headsets,Noise-Cancelling Gaming Headset,1,109.41,109.41
2025-01-05 15:24:57,6b547c70-0a5b-4380-9d6f-3010c8bec05c,B2B,Storage,512GB Portable SSD,2,74.11,148.22
2025-01-05 18:24:30,249176da-14f4-413e-a918-3eca3091a72b,Retail,Keyboards,Mechanical Gaming Keyboard,1,105.63,105.63
2025-01-06 15:21:42,265ffc9c-038c-430b-b36e-875c6c9e62ea,Retail,Monitors,15.6-inch Portable USB-C Monitor,1,216.26,216.26
2025-01-06 18:34:01,0812193f-8395-4252-b3a3-0d701d1940b1,B2B,Networking,Gigabit Ethernet Switch,1,34.99,34.99
2025-01-06 09:05:41,64631da1-574d-4811-bf45-ddffca9353f8,Retail,Headsets,Noise-Cancelling Gaming Headset,2,118.97,237.94
2025-01-06 16:20:21,3dc9a075-0a72-4a2d-9dd1-ddbf51c0d297,Retail,Storage,2TB External HDD,2,90.65,181.3
2025-01-06 15:16:53,941164e4-2605-425c-bc11-330819806fe8,Web,Keyboards,Wireless Ergonomic Keyboard,1,117.99,117.99
2025-01-06 12:41:04,88488c9c-91e1-4cb8-8257-f1be34cd4fcd,B2B,Storage,512GB Portable SSD,3,79.49,238.47
2025-01-06 12:12:53,bdc20b73-fa4c-429b-a88b-fbe35be070a1,Web,Keyboards,Mechanical Gaming Keyboard,2,122.7,245.4
2025-01-06 12:29:44,df176b4f-db35-427e-89bb-367048bb6e3a,Retail,Mice,Optical Gaming Mouse,2,60.81,121.62
2025-01-06 20:45:07,35136f41-8711-4aa9-980f-72c1177e844c,Web,Storage,512GB Portable SSD,1,80.23,80.23
2025-01-07 20:49:19,03e50e54-8624-4766-bb10-5a9568feb082,B2B,Storage,128GB USB Flash Drive,1,18.93,18.93
2025-01-07 17:27:42,96a4087e-26cf-4137-851e-1ad7c71eb812,B2B,Mice,Precision Laser Mouse,2,68.59,137.18
2025-01-07 15:52:31,c334629e-968c-40b9-934a-ad5888183610,Retail,Keyboards,RGB Backlit Keyboard,1,87.43,87.43
2025-01-07 15:11:46,751d0db6-29e8-4a09-a666-5e8ac81d4cd4,B2B,Headsets,Surround Sound Headphones,1,112.39,112.39
2025-01-07 17:49:30,5f2b18db-064a-4c49-b08a-8d146a2254b2,B2B,Headsets,Wireless Bluetooth Headphones,1,95.05,95.05
2025-01-07 10:17:56,637068fc-de37-4e88-8700-937ba99d4575,Retail,Headsets,Wireless Bluetooth Headphones,1,110.11,110.11
2025-01-07 19:24:21,8a7901dc-d0f6-4bf1-ac95-48a85a80c814,Retail,Keyboards,Mechanical Gaming Keyboard,2,136.31,272.62
2025-01-07 14:17:56,51b98cae-045c-436e-9822-a58ca8748eb2,Retail,Monitors,27-inch 4K IPS Monitor,1,454.25,454.25
2025-01-07 17:12:05,51aaceff-0bb5-4d76-b009-64027861a5c5,Retail,Mice,Optical Gaming Mouse,1,54.74,54.74
2025-01-07 16:28:50,4c6872e9-ccf6-4ec9-a3b4-d323502f5232,Retail,Keyboards,Mechanical Gaming Keyboard,2,109.86,219.72
2025-01-08 20:29:17,7c75deae-1c1d-46c8-91fc-7f590e851ffb,Web,Mice,Wireless Bluetooth Mouse,2,38.36,76.72
2025-01-08 10:47:34,9d6285d6-18ae-4765-9e62-f07bf3c10a10,B2B,Networking,USB Wi-Fi Adapter,2,31.44,62.88
2025-01-08 20:37:48,0d1c6a5e-f0a8-43b4-8883-bd312c92bdc3,Retail,Headsets,Surround Sound Headphones,1,162.49,162.49
2025-01-08 12:18:14,866b4614-376b-4c48-95c2-9cea4f10da2e,Retail,Mice,Vertical Ergonomic Mouse,2,46.7,93.4
2025-01-08 17:18:44,7816be63-7fcf-4723-b5df-cbf818b15165,B2B,Networking,USB Wi-Fi Adapter,1,40.49,40.49
2025-01-08 16:06:55,e72c9f16-3855-4b58-ac61-0ed70f137e3f,Retail,Keyboards,Mechanical Gaming Keyboard,1,121.08,121.08
2025-01-08 09:16:55,c8d9d94e-bec1-44d9-945b-909d38dcc11f,Web,Headsets,Wireless Bluetooth Headphones,1,103.49,103.49
2025-01-08 10:36:40,8b1423d4-9690-4191-a219-70b329815fda,Web,Storage,1TB NVMe SSD,2,74.09,148.18
2025-01-08 10:35:48,af9fe017-fe6b-4ff4-bfcf-61d33ddf7bbc,B2B,Headsets,Noise-Cancelling Gaming Headset,1,161.99,161.99
2025-01-08 12:49:33,2e2ff777-ec81-4cf1-b8b8-c927fd9a7775,Retail,Mice,Precision Laser Mouse,2,55.96,111.92
2025-01-08 09:39:47,930a4425-8dbe-43ab-b55e-35a7e66be00f,Web,Keyboards,RGB Backlit Keyboard,1,85.6,85.6
2025-01-08 13:42:05,36c0c591-a3cd-4d00-8d18-9aadee4c8dc6,Web,Keyboards,Membrane Office Keyboard,1,32.83,32.83
2025-01-08 20:38:30,749871e6-bb7b-42aa-ac3a-241f28cdd5ec,Web,Mice,Wireless Bluetooth Mouse,2,46.81,93.62
2025-01-08 16:04:43,a68e3fc8-03b3-4836-824f-dd1bd96ad6e5,Retail,Mice,Optical Gaming Mouse,1,47.65,47.65
2025-01-08 15:07:34,e65325f3-c8c7-457f-92be-104031e63801,Web,Mice,Optical Gaming Mouse,1,41.99,41.99
2025-01-08 10:03:10,cece975d-8f82-46d5-91db-117ac49ee908,B2B,Storage,512GB Portable SSD,1,68.5,68.5
2025-01-08 20:19:44,911cf7d9-43e7-4280-982e-c3da1f4fb4da,Retail,Mice,Trackball Mouse,1,85.99,85.99
2025-01-08 10:38:02,47125412-fb07-4b3b-b6ad-de623c57d6b5,B2B,Networking,Wireless Mesh Router System,1,249.94,249.94
2025-01-08 19:53:55,bbf3ee6e-5ec0-433a-bf67-52de39aee1d2,Web,Headsets,In-Ear Gaming Earbuds,1,43.05,43.05
2025-01-08 19:52:17,674ecffa-a9c5-4447-b25d-1d43b064752d,Web,Headsets,In-Ear Gaming Earbuds,1,30.95,30.95
2025-01-08 11:37:27,735aa0ba-a692-4eb2-bfc7-32df8febd89d,Retail,Monitors,24-inch 144Hz Gaming Monitor,1,153.99,153.99
2025-01-09 14:42:06,81229d6a-e9f8-4ce2-964b-c69fdd710d12,Retail,Storage,128GB USB Flash Drive,1,17.88,17.88
2025-01-09 17:02:29,834bea75-07b6-4cf8-84a4-4b311bc32d7f,Retail,Keyboards,RGB Backlit Keyboard,1,71.36,71.36
2025-01-09 15:55:32,ae4e9557-e907-4678-8a4a-a219e9e11005,Web,Storage,128GB USB Flash Drive,1,17.79,17.79
2025-01-09 14:39:48,7e436521-6652-4d2b-bd24-2bf45e33e84f,Retail,Headsets,USB Conference Headset,1,52.66,52.66
2025-01-09 12:17:35,772ec801-6be8-45e9-9519-5c64af56411d,Retail,Keyboards,Compact 60% Keyboard,1,68.36,68.36
2025-01-09 19:38:51,71b80aa5-3fcc-47de-93e7-dea91c6c5239,Web,Mice,Optical Gaming Mouse,3,55.17,165.51
2025-01-09 15:05:14,1fe63943-90f2-4ccc-acb4-c4544dc094bf,Web,Networking,Powerline Ethernet Adapter,1,76.76,76.76
2025-01-09 16:59:45,9dea7b52-ba87-456c-b7cc-830d2bd47c69,B2B,Mice,Wireless Bluetooth Mouse,2,50.16,100.32
2025-01-09 16:15:29,4321068e-6285-4c25-abb0-a108f8441762,Retail,Headsets,In-Ear Gaming Earbuds,2,30.58,61.16
2025-01-09 11:55:04,c70060a0-a2e1-49c5-a17c-d1f192002619,Retail,Mice,Wireless Bluetooth Mouse,2,32.24,64.48
2025-01-09 13:52:00,016ef2f6-a10d-4421-ad0e-9515cc488391,Retail,Mice,Wireless Bluetooth Mouse,1,31.4,31.4
2025-01-09 16:34:30,46ba6fa6-b872-4885-bb6f-97af843aac11,B2B,Mice,Vertical Ergonomic Mouse,1,36.47,36.47
2025-01-09 14:55:12,7ab46ca8-f096-4600-8e6c-5f5f0614cf0a,Web,Networking,Powerline Ethernet Adapter,1,62.13,62.13
2025-01-09 09:20:47,a195da8d-b19e-4934-9511-9369e60ccaa1,Retail,Headsets,Wireless Bluetooth Headphones,1,125.78,125.78
2025-01-09 19:50:52,4d5de2dc-a027-48f9-8a55-c919339d4eca,Web,Monitors,24-inch 144Hz Gaming Monitor,1,265.97,265.97
2025-01-09 18:21:55,5df551bb-65cf-41b3-ba24-c0400733213d,Retail,Keyboards,RGB Backlit Keyboard,2,82.71,165.42
2025-01-09 16:00:46,fc6bc316-8fad-43b3-afa9-9845372273f9,B2B,Keyboards,Compact 60% Keyboard,1,85.54,85.54
2025-01-09 13:21:39,eb872685-179f-478f-bafe-889c401c00ae,B2B,Storage,1TB NVMe SSD,2,101.84,203.68
2025-01-09 19:54:34,eb147d31-4053-459f-b43b-335bcb3aae05,Retail,Mice,Precision Laser Mouse,1,55.06,55.06
2025-01-10 10:48:40,edc3c715-ca0c-42b7-9500-4140903f13f6,Web,Storage,1TB NVMe SSD,1,93.77,93.77
2025-01-10 09:18:22,36939b01-5411-42cc-a220-718fc8f548aa,Web,Mice,Precision Laser Mouse,2,67.89,135.78
2025-01-10 19:50:11,9f7c054d-9c06-46cb-966d-12fb20df15ca,Web,Keyboards,Membrane Office Keyboard,1,24.38,24.38
2025-01-10 16:58:37,076c3a39-492b-4442-829c-95a24e774658,Retail,Keyboards,Compact 60% Keyboard,1,80.19,80.19
2025-01-10 16:16:42,ebea6318-64b0-4ca6-adc1-89f635ca0e23,Retail,Keyboards,Mechanical Gaming Keyboard,1,126.13,126.13
2025-01-10 16:22:37,ca7d2bef-66cb-4cc8-94bf-5abaaea505cf,Retail,Mice,Wireless Bluetooth Mouse,1,35.78,35.78
2025-01-10 13:12:24,a916ec77-ba52-4147-a3f2-7015a57d91e1,Web,Storage,128GB USB Flash Drive,2,13.99,27.98
2025-01-10 13:01:53,8ffe04db-921f-4cff-b0ae-3c94cf72b4f6,Retail,Monitors,24-inch 144Hz Gaming Monitor,1,163.16,163.16
2025-01-10 19:49:47,484fef17-8087-448a-87ac-c900fd85667a,B2B,Networking,Network Attached Storage (NAS),1,485.92,485.92
2025-01-10 12:38:51,7a2ff98e-a887-462a-92b8-fbf58984dc16,B2B,Mice,Vertical Ergonomic Mouse,2,35.0,70.0
2025-01-10 20:49:42,7b8837d1-b3b2-4bcd-9982-0ed4f8a76ffd,Web,Monitors,15.6-inch Portable USB-C Monitor,1,215.52,215.52
2025-01-10 13:50:28,e63ad718-289e-4e65-a620-1eebeab59d63,Retail,Keyboards,Mechanical Gaming Keyboard,1,117.65,117.65
2025-01-10 10:58:18,192c0628-b419-4a6f-8c29-4e6b6c08115f,Retail,Mice,Wireless Bluetooth Mouse,2,27.99,55.98
2025-01-10 17:32:58,1e8624c2-d47c-4e66-a663-e86abb9342f9,Web,Mice,Wireless Bluetooth Mouse,2,34.76,69.52
2025-01-10 16:51:18,e34eb93e-5091-4063-a9d9-f37d44300023,Retail,Storage,2TB External HDD,1,97.88,97.88
2025-01-10 12:55:43,7a100178-6472-4c12-bb61-3f0c69a83797,Retail,Storage,1TB NVMe SSD,1,101.44,101.44
2025-01-10 14:05:50,b03a0928-63c7-49a1-bb3a-4c4317bb14e0,Retail,Mice,Trackball Mouse,1,71.63,71.63
2025-01-10 18:24:52,6e4f7825-bd4d-4cd4-9f05-1604a4739077,Retail,Monitors,24-inch 144Hz Gaming Monitor,1,167.12,167.12
2025-01-11 20:19:41,a07f3451-27d0-42c6-b577-1499c0485eea,Web,Headsets,Noise-Cancelling Gaming Headset,2,103.41,206.82
2025-01-11 09:19:31,d770c3c3-28fd-4260-9b1f-bb6003aaa714,Web,Keyboards,RGB Backlit Keyboard,1,87.23,87.23
2025-01-11 19:47:44,24fa44c2-e9cf-4a2c-8515-aa49adce60d5,Retail,Networking,USB Wi-Fi Adapter,1,34.96,34.96
2025-01-11 20:09:56,528fa701-4fdf-480a-a90f-f88e63239fb3,Web,Headsets,Noise-Cancelling Gaming Headset,1,88.17,88.17
2025-01-11 13:02:44,6e0e643c-50f1-47f9-99cf-de30a09455f9,Retail,Mice,Precision Laser Mouse,1,51.13,51.13
2025-01-11 14:06:43,b0d1e97c-3eca-488b-9aab-95e60a09b32a,B2B,Mice,Precision Laser Mouse,1,72.25,72.25
2025-01-11 16:05:42,06d854f9-7532-4aea-9cec-869699bd1c73,B2B,Mice,Optical Gaming Mouse,2,64.73,129.46
2025-01-11 14:15:08,7f7122ae-6464-450c-abda-7eb458ce5ecf,Web,Storage,512GB Portable SSD,2,72.22,144.44
2025-01-11 12:21:49,c3dc81c4-c474-4137-9b67-a4f9231a38f7,B2B,Keyboards,Compact 60% Keyboard,2,76.71,153.42
2025-01-11 11:08:34,d58950d7-b0a2-471c-9d21-1fd85fc098d2,Web,Mice,Optical Gaming Mouse,2,66.36,132.72
2025-01-11 12:37:20,4c75e9eb-e66d-48a4-937c-2ad4915ad20e,Retail,Keyboards,Mechanical Gaming Keyboard,2,140.4,280.8
2025-01-11 20:26:33,7fb7b1cc-21dd-4eaa-8c27-824acbe3dbfb,Web,Keyboards,RGB Backlit Keyboard,1,82.09,82.09
2025-01-11 10:28:32,775da1f0-02da-4028-b122-17a173908493,B2B,Mice,Optical Gaming Mouse,2,48.18,96.36
2025-01-11 19:33:19,68d20166-3b12-420f-9e1a-e444c14d9e9b,Web,Headsets,Wireless Bluetooth Headphones,2,84.92,169.84
2025-01-11 19:06:31,9de0893b-39b5-4fc4-b8c7-af70fa01b328,Retail,Storage,1TB NVMe SSD,3,91.99,275.97
2025-01-11 18:09:04,4ba4bd43-7dd8-4881-970d-f529821a34f5,B2B,Keyboards,Compact 60% Keyboard,1,61.53,61.53
2025-01-11 18:33:18,3a8539ef-985d-4c96-b861-c43fd3cbf93c,B2B,Headsets,Wireless Bluetooth Headphones,1,96.01,96.01
2025-01-12 16:25:26,88a92928-2f8a-4ea3-a662-883918f4b94b,Retail,Storage,1TB NVMe SSD,1,106.04,106.04
2025-01-12 14:09:43,fc3ddb5c-b516-45aa-82b8-55c30bd942ef,Web,Networking,Gigabit Ethernet Switch,2,59.13,118.26
2025-01-12 20:47:23,1f794f99-c131-4fb6-b238-5750afa197c8,B2B,Storage,128GB USB Flash Drive,2,22.16,44.32
2025-01-12 17:21:42,5ed9ab67-200a-46e7-a311-a309c7e78f6f,Retail,Keyboards,Compact 60% Keyboard,1,79.77,79.77
2025-01-12 20:03:18,370efb18-a8b9-4db7-b34d-f055106c43e5,Retail,Monitors,27-inch 4K IPS Monitor,1,327.24,327.24
2025-01-12 17:13:09,42c602b0-5649-454a-987c-554e004b2398,Web,Monitors,24-inch 144Hz Gaming Monitor,1,189.99,189.99
2025-01-12 10:48:17,89cbcbc4-a705-4d52-bfbe-8d9c96710d51,Retail,Headsets,In-Ear Gaming Earbuds,1,47.21,47.21
2025-01-12 18:39:43,9d0be60f-f30b-4c8d-86e2-3f859d97ca0f,Web,Monitors,24-inch 144Hz Gaming Monitor,1,186.33,186.33
2025-01-12 09:11:17,58c20099-4f7f-4297-92b3-88c7f980d39a,Retail,Storage,1TB NVMe SSD,1,70.68,70.68
2025-01-12 11:55:09,94bd5da3-057c-4a95-a446-99bd50a35350,Retail,Headsets,In-Ear Gaming Earbuds,2,38.93,77.86
2025-01-12 10:47:33,70b49936-702c-4179-96b5-89011efddfab,Retail,Mice,Optical Gaming Mouse,1,41.99,41.99
2025-01-12 13:46:20,414f2690-3c55-4f74-90c6-4b4da447845c,B2B,Storage,512GB Portable SSD,1,81.23,81.23
2025-01-12 09:43:05,4a39cba3-af58-47ef-abd4-43a519747caa,B2B,Mice,Wireless Bluetooth Mouse,1,51.11,51.11
2025-01-12 15:17:13,20f0b586-8019-40d1-8f92-baa6ac168bca,Web,Storage,2TB External HDD,2,72.98,145.96
2025-01-13 10:00:31,41556875-da50-4c93-b603-822444a235f9,Web,Storage,2TB External HDD,2,81.9,163.8
2025-01-13 19:51:22,1460dd5e-0c12-40e2-9bc3-58bbed183287,B2B,Keyboards,Wireless Ergonomic Keyboard,2,105.22,210.44
2025-01-13 09:29:58,242f4052-e9a5-4980-b386-d7bcefcf8205,Retail,Keyboards,Wireless Ergonomic Keyboard,1,73.09,73.09
2025-01-13 15:18:07,b6328ae0-3bb8-43fd-bdba-ded4caf93eda,Retail,Mice,Trackball Mouse,2,71.59,143.18
2025-01-13 16:53:44,d2e2b32f-cf04-43b7-8b6c-f607f78cac5a,Web,Networking,Gigabit Ethernet Switch,1,58.41,58.41
